0.000000000000000000e+00,2.119484819876423742e+01
1.001001001001001062e-01,2.742252666082223556e+01
2.002002002002002123e-01,2.117409461632609435e+01
3.003003003003003046e-01,1.715649240674909137e+01
4.004004004004004247e-01,2.936087973463816070e+01
5.005005005005005447e-01,1.480930524100789114e+01
6.006006006006006093e-01,1.666598450383101238e+01
7.007007007007007848e-01,1.369525512530349332e+01
8.008008008008008494e-01,2.088006196467695474e+01
9.009009009009009139e-01,3.166074433195619164e+01
1.001001001001001089e+00,1.674303320797707784e+01
1.101101101101101154e+00,1.784690324737502465e+01
1.201201201201201219e+00,2.337558108768018883e+01
1.301301301301301283e+00,3.031325061606992932e+01
1.401401401401401570e+00,1.495348388026163278e+01
1.501501501501501634e+00,2.099274133442822077e+01
1.601601601601601699e+00,3.175020237661060207e+01
1.701701701701701763e+00,1.665639451828867124e+01
1.801801801801801828e+00,2.832921747422963676e+01
1.901901901901902114e+00,2.378505436048417110e+01
2.002002002002002179e+00,1.621226014118758840e+01
2.102102102102102243e+00,1.525682376224480663e+01
2.202202202202202308e+00,1.913607556825931511e+01
2.302302302302302373e+00,3.289965261418547726e+01
2.402402402402402437e+00,2.095183368849361472e+01
2.502502502502502502e+00,3.275654318213803151e+01
2.602602602602602566e+00,2.215684904901554120e+01
2.702702702702703075e+00,3.137875021831882805e+01
2.802802802802803139e+00,3.313827250804339997e+01
2.902902902902903204e+00,3.314163670390685468e+01
3.003003003003003268e+00,2.796996309044737572e+01
3.103103103103103333e+00,2.405530618749483551e+01
3.203203203203203397e+00,2.907626575200064778e+01
3.303303303303303462e+00,1.480862627773526974e+01
3.403403403403403527e+00,3.322315158895609244e+01
3.503503503503503591e+00,1.815819274035963815e+01
3.603603603603603656e+00,2.344255109255792746e+01
3.703703703703703720e+00,1.952962962637804623e+01
3.803803803803804229e+00,1.493621233704400098e+01
3.903903903903904293e+00,2.675879144795467113e+01
4.004004004004004358e+00,3.344594001928042815e+01
4.104104104104104422e+00,2.719080164970139180e+01
4.204204204204204487e+00,1.623869190595973322e+01
4.304304304304304551e+00,3.270683687509446713e+01
4.404404404404404616e+00,3.441822479773938426e+01
4.504504504504504681e+00,2.913560210053629262e+01
4.604604604604604745e+00,2.852202446837080529e+01
4.704704704704704810e+00,3.281500230140284202e+01
4.804804804804804874e+00,2.251107741414132590e+01
4.904904904904904939e+00,1.956271973698235200e+01
5.005005005005005003e+00,2.173847494858559770e+01
5.105105105105105068e+00,2.838429692502464263e+01
5.205205205205205132e+00,2.079972276815008314e+01
5.305305305305305197e+00,1.979688205439775217e+01
5.405405405405406150e+00,3.560916123147848822e+01
5.505505505505506214e+00,3.244694309341500826e+01
5.605605605605606279e+00,1.759012286597316788e+01
5.705705705705706343e+00,2.737356628465289177e+01
5.805805805805806408e+00,2.995206899312972837e+01
5.905905905905906472e+00,2.950206405588637537e+01
6.006006006006006537e+00,1.778298329018901214e+01
6.106106106106106601e+00,3.186360025022059972e+01
6.206206206206206666e+00,3.592469442368108901e+01
6.306306306306306730e+00,3.601373402958358128e+01
6.406406406406406795e+00,3.497143918586951372e+01
6.506506506506506859e+00,3.606437251755117046e+01
6.606606606606606924e+00,2.287719121955056778e+01
6.706706706706706989e+00,2.801340488427302589e+01
6.806806806806807053e+00,1.838636464496089218e+01
6.906906906906907118e+00,2.532682667998912152e+01
7.007007007007007182e+00,3.446320969837657344e+01
7.107107107107107247e+00,2.521074012943217468e+01
7.207207207207207311e+00,1.901865234858199827e+01
7.307307307307307376e+00,2.057314771076574189e+01
7.407407407407407440e+00,2.064841137635852775e+01
7.507507507507508393e+00,2.385247285514098081e+01
7.607607607607608458e+00,2.900422372162697116e+01
7.707707707707708522e+00,2.099630425577833748e+01
7.807807807807808587e+00,2.399993702661207351e+01
7.907907907907908651e+00,2.140601949067450960e+01
8.008008008008008716e+00,3.026819554557419067e+01
8.108108108108108780e+00,2.473733397751952623e+01
8.208208208208208845e+00,2.048801806724778984e+01
8.308308308308308909e+00,2.165174209838783881e+01
8.408408408408408974e+00,1.962267157491074698e+01
8.508508508508509038e+00,3.178046040965949715e+01
8.608608608608609103e+00,2.319636979669504484e+01
8.708708708708709167e+00,3.768577039082504143e+01
8.808808808808809232e+00,3.198465492706168334e+01
8.908908908908909297e+00,2.272343615713428377e+01
9.009009009009009361e+00,2.858623324350018891e+01
9.109109109109109426e+00,2.003946225858369701e+01
9.209209209209209490e+00,3.965408550633403451e+01
9.309309309309309555e+00,3.567913268483484757e+01
9.409409409409409619e+00,2.736611868296521521e+01
9.509509509509509684e+00,2.511657293826201709e+01
9.609609609609609748e+00,2.804533130218723613e+01
9.709709709709709813e+00,2.691822195512516913e+01
9.809809809809809877e+00,2.805301798370654609e+01
9.909909909909909942e+00,3.347470986229350842e+01
1.001001001001001001e+01,2.243542604348529323e+01
1.011011011011011007e+01,3.671944175458401105e+01
1.021021021021021014e+01,4.042560607998616717e+01
1.031031031031031020e+01,3.832724375719728016e+01
1.041041041041041026e+01,4.142232769553731941e+01
1.051051051051051033e+01,3.819598622583558978e+01
1.061061061061061039e+01,2.447223515265423543e+01
1.071071071071071223e+01,3.824066967383254223e+01
1.081081081081081230e+01,2.235732562699211456e+01
1.091091091091091236e+01,2.314278004212760109e+01
1.101101101101101243e+01,3.410241863954009744e+01
1.111111111111111249e+01,4.038723749409024322e+01
1.121121121121121256e+01,2.628229689365974409e+01
1.131131131131131262e+01,3.281423569867067158e+01
1.141141141141141269e+01,3.869537511630861104e+01
1.151151151151151275e+01,3.179366270269650130e+01
1.161161161161161282e+01,3.206890107089206055e+01
1.171171171171171288e+01,2.676604320772051437e+01
1.181181181181181294e+01,4.373306112546679003e+01
1.191191191191191301e+01,3.627636805803918207e+01
1.201201201201201307e+01,2.823070231907452410e+01
1.211211211211211314e+01,3.227092437404741077e+01
1.221221221221221320e+01,2.997709205191371495e+01
1.231231231231231327e+01,4.025440602289553738e+01
1.241241241241241333e+01,4.140957933977393424e+01
1.251251251251251340e+01,3.023664861075706511e+01
1.261261261261261346e+01,3.704686891144309868e+01
1.271271271271271353e+01,2.995521987339178338e+01
1.281281281281281359e+01,2.718932661051523070e+01
1.291291291291291365e+01,4.393535772124231187e+01
1.301301301301301372e+01,4.396401069086694946e+01
1.311311311311311378e+01,3.402929182187644130e+01
1.321321321321321385e+01,2.880591711673421074e+01
1.331331331331331391e+01,4.463197331111339849e+01
1.341341341341341398e+01,3.367115630654357972e+01
1.351351351351351404e+01,4.207643065052918985e+01
1.361361361361361411e+01,2.866850378867258442e+01
1.371371371371371417e+01,4.250534790655480322e+01
1.381381381381381424e+01,2.893257523152491828e+01
1.391391391391391430e+01,4.608124769836540224e+01
1.401401401401401436e+01,4.441557643705678515e+01
1.411411411411411443e+01,4.666574532615248927e+01
1.421421421421421449e+01,4.205521344936558847e+01
1.431431431431431456e+01,4.187297857995235972e+01
1.441441441441441462e+01,4.441397749689882346e+01
1.451451451451451469e+01,3.747175464517913213e+01
1.461461461461461475e+01,4.317852019197152913e+01
1.471471471471471482e+01,4.005229406337812748e+01
1.481481481481481488e+01,4.928175971754676965e+01
1.491491491491491495e+01,3.437146607112769914e+01
1.501501501501501679e+01,3.926892757694842118e+01
1.511511511511511685e+01,4.951722751393954525e+01
1.521521521521521692e+01,3.060529284021812657e+01
1.531531531531531698e+01,3.558908520068957415e+01
1.541541541541541704e+01,4.999963690773338953e+01
1.551551551551551711e+01,3.958329980706061235e+01
1.561561561561561717e+01,4.858953198094310011e+01
1.571571571571571724e+01,4.973287023980736876e+01
1.581581581581581730e+01,3.619258658374422311e+01
1.591591591591591737e+01,3.578610214226451092e+01
1.601601601601601743e+01,3.692699420131941679e+01
1.611611611611611750e+01,4.736764782572494425e+01
1.621621621621621756e+01,3.870221671778442385e+01
1.631631631631631763e+01,5.055886658159276692e+01
1.641641641641641769e+01,4.682810739571445424e+01
1.651651651651651775e+01,4.417264309652367160e+01
1.661661661661661782e+01,3.472889651154944346e+01
